timestamp,provider,from_region,to_region,latency_ms
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,ca-central-1,190.56
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,ca-west-1,249.08
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-central-1,121.75
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-central-2,115.62
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-north-1,141.38
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-south-1,115.20
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-south-2,121.07
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-west-1,123.54
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-west-2,118.19
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,eu-west-3,107.87
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,il-central-1,136.98
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,me-central-1,34.72
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,me-south-1,37.92
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,mx-central-1,244.16
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,sa-east-1,299.91
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,us-east-1,189.43
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,us-east-2,198.72
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,us-west-1,245.46
2025-12-03 20:43:49,cloudping.co AWS,ap-south-1,us-west-2,230.90
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,af-south-1,314.29
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-east-1,79.06
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-east-2,91.88
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-northeast-1,115.44
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-northeast-2,117.18
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-northeast-3,127.63
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-south-1,19.54
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-south-2,10.86
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-1,48.05
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-2,139.69
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-3,64.94
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-4,150.40
2025-12-03 20:43:49,cloudping.co AWS,ap-south-2,ap-southeast-5,52.80
