provider,region,latency_ms,distancia_km,latencia_norm
AWS,ap-east-2,236.67,1000.0,0.23667
AWS,ap-southeast-4,284.5,1000.0,0.2845
AWS,ap-southeast-2,286.33,1000.0,0.28633
AWS,eu-south-2,15.5,14.256019891511317,1.087259986865577
AWS,eu-south-1,28.5,1000.0,0.0285
AWS,eu-central-2,31.5,1000.0,0.0315
AWS,eu-west-3,33.0,1039.7465062975143,0.03173850529924968
AWS,eu-west-2,33.5,1000.0,0.0335
AWS,eu-central-1,37.0,1000.0,0.037
AWS,eu-west-1,41.5,1436.8294550025428,0.028883038175137186
AWS,eu-north-1,59.0,1000.0,0.059
AWS,us-east-1,101.0,6110.697301162967,0.0165283919366744
AWS,us-east-2,111.0,1000.0,0.111
AWS,ca-central-1,113.67,1000.0,0.11367000000000001
AWS,ap-south-1,115.67,1000.0,0.11567
AWS,me-central-1,121.0,1000.0,0.121
AWS,ap-south-2,127.33,1000.0,0.12733
AWS,me-south-1,130.5,1000.0,0.1305
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,158.67,1000.0,0.15866999999999998
AWS,ap-southeast-1,168.33,11377.091838078877,0.014795520893714085
AWS,ap-southeast-5,169.0,1000.0,0.169
AWS,ap-southeast-3,187.33,1000.0,0.18733000000000002
AWS,ap-east-1,189.67,1000.0,0.18966999999999998
AWS,ap-southeast-7,190.33,1000.0,0.19033
AWS,sa-east-1,222.0,1000.0,0.222
AWS,ap-northeast-2,225.67,1000.0,0.22566999999999998
AWS,ap-northeast-1,234.0,1000.0,0.234
AWS,ap-east-2,235.0,1000.0,0.235
AWS,ap-northeast-3,236.33,1000.0,0.23633
AWS,ap-southeast-2,276.67,1000.0,0.27667
AWS,ap-southeast-4,290.0,1000.0,0.29
AWS,us-west-1,1269.33,1000.0,1.2693299999999998
AWS,us-west-2,1312.0,1000.0,1.312
AWS,eu-south-2,21.0,14.256019891511317,1.4730619176888464
AWS,eu-south-1,29.5,1000.0,0.0295
AWS,eu-central-2,33.0,1000.0,0.033
AWS,eu-west-3,33.5,1039.7465062975143,0.03221939174317771
AWS,eu-west-2,34.5,1000.0,0.0345
AWS,eu-central-1,39.0,1000.0,0.039
AWS,eu-west-1,49.0,1436.8294550025428,0.0341028643513668
AWS,eu-north-1,64.0,1000.0,0.064
AWS,us-east-1,109.33,6110.697301162967,0.017891575152837742
AWS,ca-central-1,112.5,1000.0,0.1125
AWS,us-east-2,114.0,1000.0,0.114
AWS,me-central-1,121.5,1000.0,0.1215
AWS,ap-south-2,126.33,1000.0,0.12633
AWS,ap-south-1,128.33,1000.0,0.12833
AWS,me-south-1,130.0,1000.0,0.13
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,156.5,1000.0,0.1565
AWS,ap-southeast-1,161.67,11377.091838078877,0.014210134039605275
AWS,us-west-1,162.0,1000.0,0.162
AWS,ap-southeast-5,166.0,1000.0,0.166
AWS,us-west-2,167.33,1000.0,0.16733
AWS,ap-southeast-3,178.0,1000.0,0.178
AWS,ap-southeast-7,191.0,1000.0,0.191
AWS,ap-east-1,203.33,1000.0,0.20333
AWS,sa-east-1,221.0,1000.0,0.221
AWS,ap-northeast-2,223.33,1000.0,0.22333
AWS,ap-northeast-3,238.0,1000.0,0.238
AWS,ap-east-2,242.33,1000.0,0.24233000000000002
AWS,ap-northeast-1,243.0,1000.0,0.243
AWS,ap-southeast-4,290.0,1000.0,0.29
AWS,ap-southeast-2,291.33,1000.0,0.29133
AWS,eu-south-2,15.5,14.256019891511317,1.087259986865577
AWS,eu-south-1,28.5,1000.0,0.0285
AWS,eu-west-3,32.5,1039.7465062975143,0.031257618855321655
AWS,eu-west-2,35.0,1000.0,0.035
AWS,eu-central-2,36.5,1000.0,0.0365
AWS,eu-central-1,38.0,1000.0,0.038
AWS,eu-west-1,49.5,1436.8294550025428,0.034450852763115436
AWS,eu-north-1,56.5,1000.0,0.0565
AWS,me-south-1,90.0,1000.0,0.09
AWS,us-east-1,98.0,6110.697301162967,0.016037449601921695
AWS,ca-central-1,109.5,1000.0,0.1095
AWS,us-east-2,112.5,1000.0,0.1125
AWS,ap-south-1,118.0,1000.0,0.118
AWS,me-central-1,121.0,1000.0,0.121
AWS,ap-south-2,127.0,1000.0,0.127
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,159.5,1000.0,0.1595
AWS,ap-southeast-1,160.5,11377.091838078877,0.014107295808478052
AWS,ap-southeast-5,166.5,1000.0,0.1665
AWS,us-west-1,166.67,1000.0,0.16666999999999998
AWS,us-west-2,174.5,1000.0,0.1745
AWS,ap-southeast-3,176.0,1000.0,0.176
AWS,ap-southeast-7,187.0,1000.0,0.187
AWS,ap-east-1,189.5,1000.0,0.1895
AWS,sa-east-1,219.5,1000.0,0.2195
AWS,ap-northeast-2,224.5,1000.0,0.2245
AWS,ap-northeast-1,230.0,1000.0,0.23
AWS,ap-northeast-3,238.0,1000.0,0.238
AWS,ap-east-2,242.5,1000.0,0.2425
AWS,ap-southeast-4,288.0,1000.0,0.288
AWS,ap-southeast-2,291.5,1000.0,0.2915
AWS,eu-south-2,15.33,14.256019891511317,1.075335199912858
AWS,eu-south-1,29.67,1000.0,0.029670000000000002
AWS,eu-central-2,32.67,1000.0,0.032670000000000005
AWS,eu-west-3,33.33,1039.7465062975143,0.032055890352242176
AWS,eu-west-2,38.67,1000.0,0.03867
AWS,eu-west-1,46.67,1436.8294550025428,0.03248123835261813
AWS,eu-central-1,49.67,1000.0,0.04967
AWS,eu-north-1,56.67,1000.0,0.056670000000000005
AWS,me-south-1,92.67,1000.0,0.09267
AWS,us-east-1,99.5,6110.697301162967,0.016282920769298048
AWS,us-east-2,108.5,1000.0,0.1085
AWS,ca-central-1,114.33,1000.0,0.11433
AWS,ap-south-1,113.75,1000.0,0.11375
AWS,me-central-1,121.33,1000.0,0.12133
AWS,ap-south-2,126.5,1000.0,0.1265
AWS,af-south-1,145.33,1000.0,0.14533000000000001
AWS,ca-west-1,158.33,1000.0,0.15833000000000003
AWS,us-west-1,161.25,1000.0,0.16125
AWS,ap-southeast-1,163.33,11377.091838078877,0.014356041273512277
AWS,ap-southeast-5,169.0,1000.0,0.169
AWS,us-west-2,172.5,1000.0,0.1725
AWS,ap-southeast-3,175.33,1000.0,0.17533
AWS,ap-east-1,188.75,1000.0,0.18875
AWS,ap-southeast-7,191.33,1000.0,0.19133
AWS,sa-east-1,222.0,1000.0,0.222
AWS,ap-northeast-2,225.67,1000.0,0.22566999999999998
AWS,ap-northeast-1,230.0,1000.0,0.23
AWS,ap-east-2,233.75,1000.0,0.23375
AWS,ap-northeast-3,252.75,1000.0,0.25275
AWS,ap-southeast-4,289.0,1000.0,0.289
AWS,ap-southeast-2,340.0,1000.0,0.34
AWS,eu-south-2,14.67,14.256019891511317,1.0290389682140655
AWS,eu-south-1,28.33,1000.0,0.028329999999999998
AWS,eu-central-2,31.67,1000.0,0.031670000000000004
AWS,eu-west-3,35.0,1039.7465062975143,0.033662051074961785
AWS,eu-central-1,37.33,1000.0,0.037329999999999995
AWS,eu-west-2,40.0,1000.0,0.04
AWS,eu-west-1,42.67,1436.8294550025428,0.029697331058629005
AWS,eu-north-1,63.5,1000.0,0.0635
AWS,me-south-1,93.5,1000.0,0.0935
AWS,us-east-1,98.0,6110.697301162967,0.016037449601921695
AWS,ca-central-1,113.33,1000.0,0.11333
AWS,us-east-2,114.33,1000.0,0.11433
AWS,ap-south-1,116.0,1000.0,0.116
AWS,me-central-1,124.5,1000.0,0.1245
AWS,ap-south-2,127.0,1000.0,0.127
AWS,af-south-1,145.5,1000.0,0.1455
AWS,ca-west-1,160.0,1000.0,0.16
AWS,us-west-1,161.67,1000.0,0.16166999999999998
AWS,ap-southeast-1,168.33,11377.091838078877,0.014795520893714085
AWS,ap-southeast-5,170.67,1000.0,0.17067
AWS,us-west-2,172.0,1000.0,0.172
AWS,ap-southeast-3,177.0,1000.0,0.177
AWS,ap-southeast-7,189.33,1000.0,0.18933000000000003
AWS,ap-east-1,190.0,1000.0,0.19
AWS,ap-northeast-2,225.33,1000.0,0.22533
AWS,sa-east-1,226.5,1000.0,0.2265
AWS,ap-northeast-1,230.67,1000.0,0.23067
AWS,ap-northeast-3,237.0,1000.0,0.237
AWS,ap-east-2,243.33,1000.0,0.24333000000000002
AWS,ap-southeast-2,280.0,1000.0,0.28
AWS,ap-southeast-4,288.67,1000.0,0.28867000000000004
AWS,eu-south-2,18.5,14.256019891511317,1.2976974036782694
AWS,eu-south-1,31.5,1000.0,0.0315
AWS,eu-west-3,33.5,1039.7465062975143,0.03221939174317771
AWS,eu-west-2,36.5,1000.0,0.0365
AWS,eu-central-2,37.5,1000.0,0.0375
AWS,eu-central-1,43.0,1000.0,0.043
AWS,eu-west-1,47.0,1436.8294550025428,0.03271091070437224
AWS,eu-north-1,62.5,1000.0,0.0625
AWS,us-east-1,94.0,6110.697301162967,0.015382859822251422
AWS,me-south-1,97.5,1000.0,0.0975
AWS,us-east-2,108.0,1000.0,0.108
AWS,ap-south-1,113.67,1000.0,0.11367000000000001
AWS,ca-central-1,114.5,1000.0,0.1145
AWS,me-central-1,121.0,1000.0,0.121
AWS,ap-south-2,128.67,1000.0,0.12866999999999998
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,156.0,1000.0,0.156
AWS,us-west-1,157.33,1000.0,0.15733000000000003
AWS,ap-southeast-1,162.0,11377.091838078877,0.014239139694538595
AWS,ap-southeast-5,170.0,1000.0,0.17
AWS,us-west-2,171.67,1000.0,0.17167
AWS,ap-southeast-3,178.5,1000.0,0.1785
AWS,ap-southeast-7,187.5,1000.0,0.1875
AWS,ap-east-1,188.67,1000.0,0.18866999999999998
AWS,ap-northeast-2,220.33,1000.0,0.22033000000000003
AWS,sa-east-1,224.0,1000.0,0.224
AWS,ap-east-2,236.67,1000.0,0.23667
AWS,ap-northeast-3,239.67,1000.0,0.23967
AWS,ap-northeast-1,247.5,1000.0,0.2475
AWS,ap-southeast-2,283.0,1000.0,0.283
AWS,ap-southeast-4,287.5,1000.0,0.2875
AWS,eu-south-2,12.0,14.256019891511317,0.8417496672507694
AWS,eu-south-1,29.5,1000.0,0.0295
AWS,eu-west-3,32.0,1039.7465062975143,0.03077673241139363
AWS,eu-west-2,33.5,1000.0,0.0335
AWS,eu-central-2,37.0,1000.0,0.037
AWS,eu-central-1,37.5,1000.0,0.0375
AWS,eu-west-1,43.5,1436.8294550025428,0.03027499182213175
AWS,eu-north-1,56.5,1000.0,0.0565
AWS,me-south-1,90.5,1000.0,0.0905
AWS,ca-central-1,107.0,1000.0,0.107
AWS,us-east-2,108.33,1000.0,0.10833
AWS,us-east-1,110.33,6110.697301162967,0.018055222597755313
AWS,ap-south-1,113.33,1000.0,0.11333
AWS,me-central-1,121.0,1000.0,0.121
AWS,ap-south-2,127.33,1000.0,0.12733
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,160.0,1000.0,0.16
AWS,us-west-1,161.33,1000.0,0.16133
AWS,ap-southeast-5,168.0,1000.0,0.168
AWS,ap-southeast-1,168.67,11377.091838078877,0.014825405507887806
AWS,us-west-2,172.0,1000.0,0.172
AWS,ap-southeast-3,178.0,1000.0,0.178
AWS,ap-southeast-7,190.0,1000.0,0.19
AWS,ap-east-1,197.33,1000.0,0.19733
AWS,sa-east-1,222.0,1000.0,0.222
AWS,ap-northeast-2,227.0,1000.0,0.227
AWS,ap-northeast-1,231.5,1000.0,0.2315
AWS,ap-east-2,236.33,1000.0,0.23633
AWS,ap-northeast-3,250.67,1000.0,0.25067
AWS,ap-southeast-2,275.0,1000.0,0.275
AWS,ap-southeast-4,285.0,1000.0,0.285
AWS,eu-south-2,16.0,14.256019891511317,1.1223328896676925
AWS,eu-south-1,30.0,1000.0,0.03
AWS,eu-west-3,34.0,1039.7465062975143,0.03270027818710573
AWS,eu-central-2,37.33,1000.0,0.037329999999999995
AWS,eu-west-2,39.33,1000.0,0.03933
AWS,eu-central-1,39.33,1000.0,0.03933
AWS,eu-west-1,47.67,1436.8294550025428,0.03317721517611542
AWS,eu-north-1,56.0,1000.0,0.056
AWS,me-south-1,96.67,1000.0,0.09667
AWS,us-east-2,107.0,1000.0,0.107
AWS,us-east-1,109.75,6110.697301162967,0.01796030707970312
AWS,ap-south-1,113.25,1000.0,0.11325
AWS,ca-central-1,113.33,1000.0,0.11333
AWS,me-central-1,122.33,1000.0,0.12233
AWS,ap-south-2,126.5,1000.0,0.1265
AWS,af-south-1,146.33,1000.0,0.14633000000000002
AWS,ca-west-1,156.0,1000.0,0.156
AWS,us-west-1,157.25,1000.0,0.15725
AWS,ap-southeast-1,160.67,11377.091838078877,0.014122238115564912
AWS,us-west-2,168.25,1000.0,0.16825
AWS,ap-southeast-5,172.67,1000.0,0.17267
AWS,ap-southeast-3,180.0,1000.0,0.18
AWS,ap-southeast-7,188.0,1000.0,0.188
AWS,ap-east-1,189.0,1000.0,0.189
AWS,ap-northeast-2,223.25,1000.0,0.22325
AWS,sa-east-1,229.33,1000.0,0.22933
AWS,ap-northeast-1,230.67,1000.0,0.23067
AWS,ap-east-2,236.75,1000.0,0.23675
AWS,ap-northeast-3,253.75,1000.0,0.25375
AWS,ap-southeast-4,295.0,1000.0,0.295
AWS,ap-southeast-2,297.33,1000.0,0.29733
AWS,eu-south-2,18.5,14.256019891511317,1.2976974036782694
AWS,eu-south-1,30.5,1000.0,0.0305
AWS,eu-central-2,33.0,1000.0,0.033
AWS,eu-west-3,33.5,1039.7465062975143,0.03221939174317771
AWS,eu-west-2,35.5,1000.0,0.0355
AWS,eu-central-1,39.0,1000.0,0.039
AWS,eu-west-1,42.0,1436.8294550025428,0.029231026586885825
AWS,eu-north-1,60.0,1000.0,0.06
AWS,me-south-1,94.0,1000.0,0.094
AWS,ca-central-1,111.5,1000.0,0.1115
AWS,ap-south-1,113.0,1000.0,0.113
AWS,us-east-2,113.67,1000.0,0.11367000000000001
AWS,me-central-1,120.5,1000.0,0.1205
AWS,ap-south-2,128.67,1000.0,0.12866999999999998
AWS,af-south-1,147.0,1000.0,0.147
AWS,us-west-1,157.33,1000.0,0.15733000000000003
AWS,ca-west-1,157.5,1000.0,0.1575
AWS,us-east-1,161.0,6110.697301162967,0.026347238631728498
AWS,ap-southeast-1,162.33,11377.091838078877,0.014268145349471914
AWS,ap-southeast-5,171.0,1000.0,0.171
AWS,us-west-2,172.33,1000.0,0.17233
AWS,ap-southeast-3,175.5,1000.0,0.1755
AWS,ap-southeast-7,189.5,1000.0,0.1895
AWS,ap-east-1,190.33,1000.0,0.19033
AWS,sa-east-1,221.5,1000.0,0.2215
AWS,ap-northeast-2,225.33,1000.0,0.22533
AWS,ap-east-2,234.33,1000.0,0.23433
AWS,ap-northeast-3,238.0,1000.0,0.238
AWS,ap-northeast-1,247.5,1000.0,0.2475
AWS,ap-southeast-2,273.0,1000.0,0.273
AWS,ap-southeast-4,285.5,1000.0,0.2855
AWS,eu-south-2,21.0,14.256019891511317,1.4730619176888464
AWS,eu-south-1,31.67,1000.0,0.031670000000000004
AWS,eu-central-2,32.33,1000.0,0.03233
AWS,eu-west-2,34.33,1000.0,0.03433
AWS,eu-west-3,35.33,1039.7465062975143,0.03397943612795428
AWS,eu-west-1,43.33,1436.8294550025428,0.03015667576213721
AWS,eu-central-1,44.33,1000.0,0.04433
AWS,eu-north-1,56.67,1000.0,0.056670000000000005
AWS,me-south-1,94.67,1000.0,0.09467
AWS,us-east-1,99.67,6110.697301162967,0.016310740834934036
AWS,us-east-2,109.33,1000.0,0.10933
AWS,ca-central-1,114.67,1000.0,0.11467000000000001
AWS,ap-south-1,117.33,1000.0,0.11733
AWS,me-central-1,121.67,1000.0,0.12167
AWS,ap-south-2,129.67,1000.0,0.12966999999999998
AWS,af-south-1,144.67,1000.0,0.14467
AWS,ca-west-1,161.0,1000.0,0.161
AWS,us-west-1,162.0,1000.0,0.162
AWS,ap-southeast-1,170.33,11377.091838078877,0.014971312741794808
AWS,ap-southeast-5,171.0,1000.0,0.171
AWS,us-west-2,174.0,1000.0,0.174
AWS,ap-southeast-3,185.67,1000.0,0.18566999999999997
AWS,ap-southeast-7,187.0,1000.0,0.187
AWS,ap-east-1,190.67,1000.0,0.19066999999999998
AWS,sa-east-1,221.0,1000.0,0.221
AWS,ap-northeast-2,223.67,1000.0,0.22366999999999998
AWS,ap-east-2,236.33,1000.0,0.23633
AWS,ap-northeast-1,236.33,1000.0,0.23633
AWS,ap-northeast-3,236.67,1000.0,0.23667
AWS,ap-southeast-2,274.33,1000.0,0.27432999999999996
AWS,ap-southeast-4,285.0,1000.0,0.285
AWS,eu-south-2,19.0,14.256019891511317,1.3327703064803849
AWS,eu-south-1,29.0,1000.0,0.029
AWS,eu-central-2,33.0,1000.0,0.033
AWS,eu-west-3,33.5,1039.7465062975143,0.03221939174317771
AWS,eu-west-2,35.5,1000.0,0.0355
AWS,eu-central-1,38.5,1000.0,0.0385
AWS,eu-west-1,47.0,1436.8294550025428,0.03271091070437224
AWS,eu-north-1,57.0,1000.0,0.057
AWS,me-south-1,91.0,1000.0,0.091
AWS,us-east-2,106.33,1000.0,0.10633
AWS,ca-central-1,107.0,1000.0,0.107
AWS,us-east-1,113.67,6110.697301162967,0.01860180506377999
AWS,ap-south-1,116.67,1000.0,0.11667
AWS,me-central-1,122.0,1000.0,0.122
AWS,ap-south-2,126.67,1000.0,0.12667
AWS,af-south-1,146.0,1000.0,0.146
AWS,ca-west-1,161.0,1000.0,0.161
AWS,ap-southeast-1,161.5,11377.091838078877,0.014195191732518413
AWS,us-west-1,162.67,1000.0,0.16266999999999998
AWS,us-west-2,167.33,1000.0,0.16733
AWS,ap-southeast-5,170.5,1000.0,0.1705
AWS,ap-southeast-3,180.5,1000.0,0.1805
AWS,ap-southeast-7,187.0,1000.0,0.187
AWS,ap-east-1,189.67,1000.0,0.18966999999999998
AWS,sa-east-1,222.5,1000.0,0.2225
AWS,ap-northeast-2,226.5,1000.0,0.2265
AWS,ap-northeast-1,230.0,1000.0,0.23
AWS,ap-northeast-3,234.67,1000.0,0.23467
AWS,ap-east-2,235.0,1000.0,0.235
AWS,ap-southeast-2,274.0,1000.0,0.274
AWS,ap-southeast-4,285.5,1000.0,0.2855
AWS,eu-south-2,16.0,14.256019891511317,1.1223328896676925
AWS,eu-south-1,30.5,1000.0,0.0305
AWS,eu-west-3,33.0,1039.7465062975143,0.03173850529924968
AWS,eu-central-2,33.5,1000.0,0.0335
AWS,eu-west-2,35.5,1000.0,0.0355
AWS,eu-central-1,38.0,1000.0,0.038
AWS,eu-west-1,43.5,1436.8294550025428,0.03027499182213175
AWS,eu-north-1,64.5,1000.0,0.0645
AWS,us-east-1,94.33,6110.697301162967,0.015436863479074218
AWS,me-south-1,95.0,1000.0,0.095
AWS,us-east-2,115.33,1000.0,0.11533
AWS,ca-central-1,116.0,1000.0,0.116
AWS,ap-south-1,116.67,1000.0,0.11667
AWS,me-central-1,121.0,1000.0,0.121
AWS,ap-south-2,128.67,1000.0,0.12866999999999998
AWS,af-south-1,131.0,1000.0,0.131
AWS,us-west-1,156.33,1000.0,0.15633000000000002
AWS,ca-west-1,158.0,1000.0,0.158
AWS,ap-southeast-1,161.67,11377.091838078877,0.014210134039605275
AWS,ap-southeast-5,171.0,1000.0,0.171
AWS,us-west-2,172.33,1000.0,0.17233
AWS,ap-southeast-3,177.5,1000.0,0.1775
AWS,ap-southeast-7,191.0,1000.0,0.191
AWS,ap-east-1,203.67,1000.0,0.20367
AWS,ap-northeast-2,226.0,1000.0,0.226
AWS,sa-east-1,229.5,1000.0,0.2295
AWS,ap-northeast-1,233.0,1000.0,0.233
AWS,ap-east-2,236.67,1000.0,0.23667
AWS,ap-northeast-3,240.33,1000.0,0.24033000000000002
AWS,ap-southeast-2,274.67,1000.0,0.27467
AWS,ap-southeast-4,291.0,1000.0,0.291
AWS,eu-south-2,16.5,14.256019891511317,1.1574057924698078
AWS,eu-south-1,30.5,1000.0,0.0305
AWS,eu-central-2,32.0,1000.0,0.032
AWS,eu-west-2,34.5,1000.0,0.0345
AWS,eu-west-3,39.5,1039.7465062975143,0.03799002907031401
AWS,eu-central-1,40.0,1000.0,0.04
AWS,eu-west-1,45.0,1436.8294550025428,0.031318957057377673
AWS,eu-north-1,64.0,1000.0,0.064
AWS,me-south-1,95.5,1000.0,0.0955
AWS,us-east-2,106.67,1000.0,0.10667
AWS,us-east-1,111.0,6110.697301162967,0.018164866385850083
AWS,ca-central-1,112.33,1000.0,0.11233
AWS,me-central-1,122.0,1000.0,0.122
AWS,ap-south-1,124.33,1000.0,0.12433
AWS,ap-south-2,130.0,1000.0,0.13
AWS,af-south-1,147.0,1000.0,0.147
AWS,ca-west-1,157.0,1000.0,0.157
AWS,us-west-1,161.0,1000.0,0.161
AWS,ap-southeast-1,164.0,11377.091838078877,0.014414931542619318
AWS,ap-southeast-5,170.67,1000.0,0.17067
AWS,us-west-2,171.67,1000.0,0.17167
AWS,ap-southeast-3,182.0,1000.0,0.182
AWS,ap-southeast-7,188.67,1000.0,0.18866999999999998
AWS,ap-east-1,204.67,1000.0,0.20467
AWS,sa-east-1,227.0,1000.0,0.227
AWS,ap-northeast-1,234.67,1000.0,0.23467
AWS,ap-east-2,235.33,1000.0,0.23533
AWS,ap-northeast-3,236.33,1000.0,0.23633
AWS,ap-northeast-2,246.67,1000.0,0.24667
AWS,ap-southeast-2,275.0,1000.0,0.275
AWS,ap-southeast-4,283.67,1000.0,0.28367000000000003
AWS,eu-south-2,15.5,14.256019891511317,1.087259986865577
AWS,eu-south-1,29.0,1000.0,0.029
AWS,eu-central-2,30.0,1000.0,0.03
AWS,eu-west-3,34.5,1039.7465062975143,0.03318116463103376
AWS,eu-west-2,35.0,1000.0,0.035
AWS,eu-central-1,38.5,1000.0,0.0385
AWS,eu-west-1,46.5,1436.8294550025428,0.032362922292623594
AWS,eu-north-1,62.5,1000.0,0.0625
AWS,me-south-1,96.5,1000.0,0.0965
AWS,us-east-1,100.0,6110.697301162967,0.01636474449175683
AWS,us-east-2,113.33,1000.0,0.11333
AWS,ca-central-1,114.0,1000.0,0.114
AWS,ap-south-1,117.0,1000.0,0.117
AWS,me-central-1,122.0,1000.0,0.122
AWS,ap-south-2,134.67,1000.0,0.13466999999999998
AWS,af-south-1,146.0,1000.0,0.146
AWS,ca-west-1,161.0,1000.0,0.161
AWS,us-west-1,161.0,1000.0,0.161
AWS,ap-southeast-1,161.33,11377.091838078877,0.014180249425431554
AWS,ap-southeast-5,165.5,1000.0,0.1655
AWS,us-west-2,167.0,1000.0,0.167
AWS,ap-southeast-3,176.67,1000.0,0.17667
AWS,ap-southeast-7,188.0,1000.0,0.188
AWS,ap-east-1,189.67,1000.0,0.18966999999999998
AWS,sa-east-1,220.5,1000.0,0.2205
AWS,ap-east-2,236.0,1000.0,0.236
AWS,ap-northeast-3,236.33,1000.0,0.23633
AWS,ap-northeast-1,243.5,1000.0,0.2435
AWS,ap-northeast-2,242.33,1000.0,0.24233000000000002
AWS,ap-southeast-2,276.67,1000.0,0.27667
AWS,ap-southeast-4,286.0,1000.0,0.286
AWS,eu-south-2,16.0,14.256019891511317,1.1223328896676925
AWS,eu-south-1,29.33,1000.0,0.02933
AWS,eu-west-2,35.67,1000.0,0.03567
AWS,eu-central-2,36.33,1000.0,0.03633
AWS,eu-west-3,38.67,1039.7465062975143,0.03719175757339349
AWS,eu-central-1,42.67,1000.0,0.04267
AWS,eu-west-1,47.33,1436.8294550025428,0.032940583056126335
AWS,eu-north-1,58.0,1000.0,0.058
AWS,me-south-1,96.67,1000.0,0.09667
AWS,us-east-2,109.33,1000.0,0.10933
AWS,us-east-1,110.0,6110.697301162967,0.018001218940932515
AWS,ca-central-1,114.0,1000.0,0.114
AWS,ap-south-1,115.33,1000.0,0.11533
AWS,me-central-1,121.33,1000.0,0.12133
AWS,ap-south-2,128.67,1000.0,0.12866999999999998
AWS,af-south-1,146.0,1000.0,0.146
AWS,us-west-1,155.0,1000.0,0.155
AWS,ca-west-1,161.33,1000.0,0.16133
AWS,ap-southeast-1,161.33,11377.091838078877,0.014180249425431554
AWS,us-west-2,167.0,1000.0,0.167
AWS,ap-southeast-5,169.33,1000.0,0.16933
AWS,ap-southeast-3,185.33,1000.0,0.18533000000000002
AWS,ap-southeast-7,186.33,1000.0,0.18633000000000002
AWS,ap-east-1,190.0,1000.0,0.19
AWS,sa-east-1,223.0,1000.0,0.223
AWS,ap-northeast-2,225.67,1000.0,0.22566999999999998
AWS,ap-northeast-1,228.0,1000.0,0.228
AWS,ap-northeast-3,235.67,1000.0,0.23567
AWS,ap-east-2,236.33,1000.0,0.23633
AWS,ap-southeast-2,277.0,1000.0,0.277
AWS,ap-southeast-4,284.67,1000.0,0.28467000000000003
AWS,eu-south-2,17.5,14.256019891511317,1.2275515980740386
AWS,eu-south-1,29.5,1000.0,0.0295
AWS,eu-west-3,34.5,1039.7465062975143,0.03318116463103376
AWS,eu-central-2,37.0,1000.0,0.037
AWS,eu-central-1,39.0,1000.0,0.039
AWS,eu-west-2,40.5,1000.0,0.0405
AWS,eu-west-1,42.5,1436.8294550025428,0.029579014998634467
AWS,eu-north-1,55.5,1000.0,0.0555
AWS,me-south-1,92.0,1000.0,0.092
AWS,us-east-1,99.33,6110.697301162967,0.01625510070366206
AWS,us-east-2,112.33,1000.0,0.11233
AWS,ap-south-1,114.33,1000.0,0.11433
AWS,ca-central-1,115.5,1000.0,0.1155
AWS,me-central-1,122.0,1000.0,0.122
AWS,af-south-1,146.5,1000.0,0.1465
AWS,ca-west-1,160.5,1000.0,0.1605
AWS,us-west-1,161.67,1000.0,0.16166999999999998
AWS,ap-south-2,161.67,1000.0,0.16166999999999998
AWS,ap-southeast-1,166.67,11377.091838078877,0.014649613659807083
AWS,us-west-2,173.67,1000.0,0.17367
AWS,ap-southeast-5,179.0,1000.0,0.179
AWS,ap-southeast-3,180.0,1000.0,0.18
AWS,ap-southeast-7,189.0,1000.0,0.189
AWS,ap-east-1,204.33,1000.0,0.20433
AWS,ap-northeast-2,224.0,1000.0,0.224
AWS,sa-east-1,225.5,1000.0,0.2255
AWS,ap-northeast-1,227.5,1000.0,0.2275
AWS,ap-east-2,236.0,1000.0,0.236
AWS,ap-northeast-3,236.0,1000.0,0.236
AWS,ap-southeast-2,275.0,1000.0,0.275
AWS,ap-southeast-4,291.5,1000.0,0.2915
AWS,eu-south-2,16.0,14.256019891511317,1.1223328896676925
AWS,eu-south-1,29.5,1000.0,0.0295
AWS,eu-west-2,32.0,1000.0,0.032
AWS,eu-central-2,33.0,1000.0,0.033
AWS,eu-west-3,33.0,1039.7465062975143,0.03173850529924968
AWS,eu-central-1,38.5,1000.0,0.0385
AWS,eu-west-1,45.0,1436.8294550025428,0.031318957057377673
AWS,eu-north-1,56.5,1000.0,0.0565
AWS,me-south-1,92.0,1000.0,0.092
AWS,us-east-1,100.0,6110.697301162967,0.01636474449175683
AWS,us-east-2,113.33,1000.0,0.11333
AWS,ap-south-1,113.67,1000.0,0.11367000000000001
AWS,ca-central-1,116.5,1000.0,0.1165
AWS,me-central-1,120.5,1000.0,0.1205
AWS,ap-south-2,126.67,1000.0,0.12667
AWS,af-south-1,146.5,1000.0,0.1465
AWS,us-west-1,160.33,1000.0,0.16033
AWS,ca-west-1,160.5,1000.0,0.1605
AWS,ap-southeast-1,169.5,11377.091838078877,0.014898359124841307
AWS,ap-southeast-5,176.5,1000.0,0.1765
AWS,ap-southeast-3,180.0,1000.0,0.18
AWS,ap-southeast-7,187.5,1000.0,0.1875
AWS,ap-east-1,188.67,1000.0,0.18866999999999998
AWS,sa-east-1,216.5,1000.0,0.2165
