timestamp,provider,region,datacenter,latency_ms
2025-12-03 21:37:55,cloudpingtest.com Azure,australiacentral,Australia Central,307
2025-12-03 21:37:55,cloudpingtest.com Azure,australiaeast,Australia East,302
2025-12-03 21:37:55,cloudpingtest.com Azure,australiasoutheast,Australia Southeast,293
2025-12-03 21:37:55,cloudpingtest.com Azure,centralindia,Central India,157
2025-12-03 21:37:55,cloudpingtest.com Azure,eastasia,East Asia,245
2025-12-03 21:37:55,cloudpingtest.com Azure,indonesiacentral,Indonesia Central,210
2025-12-03 21:37:55,cloudpingtest.com Azure,japaneast,Japan East,276
2025-12-03 21:37:55,cloudpingtest.com Azure,japanwest,Japan West,272
2025-12-03 21:37:55,cloudpingtest.com Azure,koreacentral,Korea Central,269
2025-12-03 21:37:55,cloudpingtest.com Azure,koreasouth,Korea South,263
2025-12-03 21:37:55,cloudpingtest.com Azure,malaysiawest,Malaysia West,255
2025-12-03 21:37:55,cloudpingtest.com Azure,newzealandnorth,New Zealand North,364
2025-12-03 21:37:55,cloudpingtest.com Azure,southindia,South India,208
2025-12-03 21:37:55,cloudpingtest.com Azure,southeastasia,Southeast Asia,233
2025-12-03 21:37:55,cloudpingtest.com Azure,westindia,West India,185
2025-12-03 21:37:55,cloudpingtest.com Azure,austriaeast,Austria East,66
2025-12-03 21:37:55,cloudpingtest.com Azure,francecentral,France Central,43
2025-12-03 21:37:55,cloudpingtest.com Azure,germanywestcentral,Germany West Central,49
2025-12-03 21:37:55,cloudpingtest.com Azure,italynorth,Italy North,53
2025-12-03 21:37:55,cloudpingtest.com Azure,northeurope,North Europe,55
2025-12-03 21:37:55,cloudpingtest.com Azure,norwayeast,Norway East,65
2025-12-03 21:37:55,cloudpingtest.com Azure,polandcentral,Poland Central,62
2025-12-03 21:37:55,cloudpingtest.com Azure,spaincentral,Spain Central,14
2025-12-03 21:37:55,cloudpingtest.com Azure,swedencentral,Sweden Central,70
2025-12-03 21:37:55,cloudpingtest.com Azure,switzerlandnorth,Switzerland North,47
2025-12-03 21:37:55,cloudpingtest.com Azure,uksouth,UK South,51
2025-12-03 21:37:55,cloudpingtest.com Azure,ukwest,UK West,44
2025-12-03 21:37:55,cloudpingtest.com Azure,westeurope,West Europe,44
2025-12-03 21:37:55,cloudpingtest.com Azure,centralus,Central US,144
2025-12-03 21:37:55,cloudpingtest.com Azure,eastus,East US,120
2025-12-03 21:37:55,cloudpingtest.com Azure,eastus2,East US 2,102
2025-12-03 21:37:55,cloudpingtest.com Azure,northcentralus,North Central US,128
2025-12-03 21:37:55,cloudpingtest.com Azure,southcentralus,South Central US,135
2025-12-03 21:37:55,cloudpingtest.com Azure,westcentralus,West Central US,155
2025-12-03 21:37:55,cloudpingtest.com Azure,westus,West US,183
2025-12-03 21:37:55,cloudpingtest.com Azure,westus2,West US 2,178
2025-12-03 21:37:55,cloudpingtest.com Azure,westus3,West US 3,162
2025-12-03 21:37:55,cloudpingtest.com Azure,israelcentral,Israel Central,79
2025-12-03 21:37:55,cloudpingtest.com Azure,qatarcentral,Qatar Central,136
2025-12-03 21:37:55,cloudpingtest.com Azure,uaenorth,UAE North,127
2025-12-03 21:37:55,cloudpingtest.com Azure,brazilsouth,Brazil South,233
2025-12-03 21:37:55,cloudpingtest.com Azure,chilecentral,Chile Central,236
2025-12-03 21:37:55,cloudpingtest.com Azure,canadacentral,Canada Central,122
2025-12-03 21:37:55,cloudpingtest.com Azure,canadaeast,Canada East,132
2025-12-03 21:37:55,cloudpingtest.com Azure,mexicocentral,Mexico Central,154
2025-12-03 21:37:55,cloudpingtest.com Azure,southafricanorth,South Africa North,185
2025-12-03 22:04:57,cloudpingtest.com Azure,australiacentral,Australia Central,310
2025-12-03 22:04:57,cloudpingtest.com Azure,australiaeast,Australia East,304
2025-12-03 22:04:57,cloudpingtest.com Azure,australiasoutheast,Australia Southeast,296
2025-12-03 22:04:57,cloudpingtest.com Azure,centralindia,Central India,196
2025-12-03 22:04:57,cloudpingtest.com Azure,eastasia,East Asia,234
2025-12-03 22:04:57,cloudpingtest.com Azure,indonesiacentral,Indonesia Central,210
2025-12-03 22:04:57,cloudpingtest.com Azure,japaneast,Japan East,281
2025-12-03 22:04:57,cloudpingtest.com Azure,japanwest,Japan West,272
2025-12-03 22:04:57,cloudpingtest.com Azure,koreacentral,Korea Central,267
2025-12-03 22:04:57,cloudpingtest.com Azure,koreasouth,Korea South,261
2025-12-03 22:04:57,cloudpingtest.com Azure,malaysiawest,Malaysia West,217
2025-12-03 22:04:57,cloudpingtest.com Azure,newzealandnorth,New Zealand North,312
2025-12-03 22:04:57,cloudpingtest.com Azure,southindia,South India,176
2025-12-03 22:04:57,cloudpingtest.com Azure,southeastasia,Southeast Asia,196
2025-12-03 22:04:57,cloudpingtest.com Azure,westindia,West India,158
2025-12-03 22:04:57,cloudpingtest.com Azure,austriaeast,Austria East,74
2025-12-03 22:04:57,cloudpingtest.com Azure,francecentral,France Central,34
